contract_address,decimals,name,token_symbol,total_supply
0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,18,Interest Bearing ETH,ibETH,47329765646826638222
0xa258c4606ca8206d8aa700ce2143d7db854d168c,18,WETH yVault,yvWETH,15842691651854067855323
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Wrapped Ether,WETH,2850255619494542104774985
0x0100546f2cd4c9d97f798ffc9755e47865ff7ee6,18,Alchemix ETH,alETH,8099631007900023592785
