contract_address,decimals,name,token_symbol,total_supply
0xb1bbeea2da2905e6b0a30203aef55c399c53d042,18,Uniswap V2,UNI-V2,12921508241355272554992
0xae9aca5d20f5b139931935378c4489308394ca2c,18,Umbrella Reward #2,rUMB2,18929303895532502952444255
